split,image,objects,healthy_objects,unhealthy_objects,image_type
train,healthy_0761.jpg,2,1,1,Mixed
train,healthy_0762.jpg,1,1,0,Healthy only
train,healthy_0765.jpg,3,2,1,Mixed
train,healthy_0770.jpg,2,2,0,Healthy only
train,healthy_0772.jpg,1,1,0,Healthy only
train,healthy_0773.jpg,2,2,0,Healthy only
train,healthy_0775.jpg,2,1,1,Mixed
train,healthy_0777.jpg,2,2,0,Healthy only
train,healthy_0780.jpg,3,3,0,Healthy only
train,healthy_0783.jpg,1,1,0,Healthy only
train,healthy_0784.jpg,1,1,0,Healthy only
train,healthy_0785.jpg,1,1,0,Healthy only
train,healthy_0786.jpg,3,3,0,Healthy only
train,healthy_0787.jpg,2,2,0,Healthy only
train,healthy_0788.jpg,3,3,0,Healthy only
train,healthy_0789.jpg,6,6,0,Healthy only
train,healthy_0790.jpg,5,5,0,Healthy only
train,healthy_0791.jpg,2,1,1,Mixed
train,healthy_0793.jpg,1,1,0,Healthy only
train,healthy_0794.jpg,2,1,1,Mixed
train,healthy_0795.jpg,2,2,0,Healthy only
train,healthy_0797.jpg,1,1,0,Healthy only
train,healthy_0798.jpg,1,1,0,Healthy only
train,healthy_0799.jpg,2,2,0,Healthy only
train,healthy_0800.jpg,1,1,0,Healthy only
train,healthy_0803.jpg,8,8,0,Healthy only
train,healthy_0804.jpg,5,5,0,Healthy only
train,healthy_0805.jpg,2,1,1,Mixed
train,healthy_0807.jpg,1,1,0,Healthy only
train,healthy_0808.jpg,5,5,0,Healthy only
train,healthy_0812.jpg,1,1,0,Healthy only
train,healthy_0813.jpg,3,3,0,Healthy only
train,healthy_0814.jpg,2,2,0,Healthy only
train,healthy_0815.jpg,1,1,0,Healthy only
train,healthy_0816.jpg,3,3,0,Healthy only
train,healthy_0823.jpg,6,6,0,Healthy only
train,healthy_0824.jpg,2,2,0,Healthy only
train,healthy_0825.jpg,3,3,0,Healthy only
train,healthy_0827.jpg,3,3,0,Healthy only
train,healthy_0828.jpg,3,2,1,Mixed
train,healthy_0829.jpg,2,2,0,Healthy only
train,healthy_0831.jpg,3,3,0,Healthy only
train,healthy_0833.jpg,2,1,1,Mixed
train,healthy_0834.jpg,2,1,1,Mixed
train,healthy_0836.jpg,5,5,0,Healthy only
train,healthy_0838.jpg,2,2,0,Healthy only
train,healthy_0839.jpg,1,1,0,Healthy only
train,healthy_0841.jpg,4,4,0,Healthy only
train,healthy_0843.jpg,2,2,0,Healthy only
train,healthy_0844.jpg,1,1,0,Healthy only
train,healthy_0846.jpg,2,1,1,Mixed
train,healthy_0847.jpg,2,1,1,Mixed
train,healthy_0851.jpg,3,3,0,Healthy only
train,healthy_0852.jpg,1,1,0,Healthy only
train,healthy_0856.jpg,2,2,0,Healthy only
train,healthy_0857.jpg,2,2,0,Healthy only
train,healthy_0858.jpg,1,1,0,Healthy only
train,healthy_0860.jpg,1,1,0,Healthy only
train,healthy_0861.jpg,2,2,0,Healthy only
train,healthy_0862.jpg,2,2,0,Healthy only
train,healthy_0863.jpg,1,1,0,Healthy only
train,healthy_0864.jpg,1,1,0,Healthy only
train,healthy_0866.jpg,1,1,0,Healthy only
train,healthy_0867.jpg,2,1,1,Mixed
train,healthy_0868.jpg,3,2,1,Mixed
train,healthy_0869.jpg,3,2,1,Mixed
train,healthy_0871.jpg,2,2,0,Healthy only
train,healthy_0872.jpg,4,4,0,Healthy only
train,healthy_0873.jpg,1,1,0,Healthy only
train,healthy_0875.jpg,4,4,0,Healthy only
train,healthy_0883.jpg,2,1,1,Mixed
train,healthy_0888.jpg,2,1,1,Mixed
train,healthy_0889.jpg,3,3,0,Healthy only
train,healthy_0890.jpg,3,3,0,Healthy only
train,healthy_0894.jpg,2,2,0,Healthy only
train,healthy_0895.jpg,2,2,0,Healthy only
train,healthy_0898.jpg,2,1,1,Mixed
train,healthy_0899.jpg,2,2,0,Healthy only
train,healthy_0900.jpg,1,1,0,Healthy only
train,healthy_0901.jpg,2,2,0,Healthy only
train,healthy_0902.jpg,2,2,0,Healthy only
train,healthy_0903.jpg,2,2,0,Healthy only
train,healthy_0904.jpg,2,2,0,Healthy only
train,healthy_0905.jpg,2,2,0,Healthy only
train,healthy_0906.jpg,2,2,0,Healthy only
train,healthy_0908.jpg,2,1,1,Mixed
train,healthy_0909.jpg,2,2,0,Healthy only
train,healthy_0911.jpg,1,1,0,Healthy only
train,healthy_0912.jpg,2,2,0,Healthy only
train,healthy_0913.jpg,2,2,0,Healthy only
train,healthy_0915.jpg,2,2,0,Healthy only
train,healthy_0916.jpg,2,2,0,Healthy only
train,healthy_0917.jpg,1,1,0,Healthy only
train,healthy_0918.jpg,1,1,0,Healthy only
train,healthy_0919.jpg,1,1,0,Healthy only
train,healthy_0920.jpg,1,1,0,Healthy only
train,healthy_0921.jpg,1,1,0,Healthy only
train,healthy_0922.jpg,1,1,0,Healthy only
train,healthy_0924.jpg,1,1,0,Healthy only
train,healthy_0927.jpg,1,1,0,Healthy only
train,healthy_0929.jpg,1,1,0,Healthy only
train,healthy_0930.jpg,1,1,0,Healthy only
train,healthy_0931.jpg,1,1,0,Healthy only
train,healthy_0932.jpg,1,1,0,Healthy only
train,healthy_0934.jpg,1,1,0,Healthy only
train,healthy_0935.jpg,1,1,0,Healthy only
train,healthy_0936.jpg,1,1,0,Healthy only
train,healthy_0937.jpg,1,1,0,Healthy only
train,healthy_0938.jpg,1,1,0,Healthy only
train,healthy_0940.jpg,1,1,0,Healthy only
train,healthy_0942.jpg,1,1,0,Healthy only
train,healthy_0945.jpg,1,1,0,Healthy only
train,healthy_0947.jpg,1,1,0,Healthy only
train,healthy_0948.jpg,1,1,0,Healthy only
train,healthy_0949.jpg,1,1,0,Healthy only
train,healthy_0950.jpg,1,1,0,Healthy only
train,healthy_0952.jpg,1,1,0,Healthy only
train,healthy_0953.jpg,1,1,0,Healthy only
train,healthy_0956.jpg,1,1,0,Healthy only
train,healthy_0958.jpg,1,1,0,Healthy only
train,healthy_0959.jpg,1,1,0,Healthy only
train,healthy_0960.jpg,1,1,0,Healthy only
train,healthy_0963.jpg,1,1,0,Healthy only
train,healthy_0965.jpg,1,1,0,Healthy only
train,healthy_0967.jpg,1,1,0,Healthy only
train,healthy_0968.jpg,1,1,0,Healthy only
train,healthy_0969.jpg,1,1,0,Healthy only
train,healthy_0970.jpg,1,1,0,Healthy only
train,healthy_0971.jpg,1,1,0,Healthy only
train,healthy_0973.jpg,1,1,0,Healthy only
train,healthy_0977.jpg,1,1,0,Healthy only
train,healthy_0979.jpg,4,4,0,Healthy only
train,healthy_0981.jpg,4,3,1,Mixed
train,healthy_0984.jpg,4,2,2,Mixed
train,healthy_0986.jpg,4,4,0,Healthy only
train,healthy_0987.jpg,4,4,0,Healthy only
train,healthy_0988.jpg,4,4,0,Healthy only
train,healthy_0989.jpg,4,4,0,Healthy only
train,healthy_0990.jpg,4,4,0,Healthy only
train,healthy_0991.jpg,4,3,1,Mixed
train,healthy_0992.jpg,4,2,2,Mixed
train,healthy_0993.jpg,4,3,1,Mixed
train,healthy_0994.jpg,4,3,1,Mixed
train,healthy_0995.jpg,4,3,1,Mixed
train,healthy_0996.jpg,4,3,1,Mixed
train,healthy_0997.jpg,4,3,1,Mixed
train,healthy_0998.jpg,2,2,0,Healthy only
train,healthy_0999.jpg,2,2,0,Healthy only
train,healthy_1000.jpg,1,1,0,Healthy only
train,healthy_1002.jpg,2,2,0,Healthy only
train,healthy_1003.jpg,1,1,0,Healthy only
train,healthy_1005.jpg,1,1,0,Healthy only
train,healthy_1006.jpg,1,1,0,Healthy only
train,healthy_1007.jpg,1,1,0,Healthy only
train,healthy_1008.jpg,1,1,0,Healthy only
train,healthy_1009.jpg,1,1,0,Healthy only
train,healthy_1010.jpg,2,2,0,Healthy only
train,healthy_1011.jpg,2,2,0,Healthy only
train,healthy_1013.jpg,2,1,1,Mixed
train,healthy_1015.jpg,1,1,0,Healthy only
train,healthy_1016.jpg,1,1,0,Healthy only
train,healthy_1017.jpg,1,1,0,Healthy only
train,healthy_1018.jpg,1,1,0,Healthy only
train,healthy_1019.jpg,1,1,0,Healthy only
train,healthy_1020.jpg,2,2,0,Healthy only
train,healthy_1021.jpg,2,2,0,Healthy only
train,healthy_1022.jpg,1,1,0,Healthy only
train,healthy_1024.jpg,2,2,0,Healthy only
train,healthy_1025.jpg,2,2,0,Healthy only
train,healthy_1026.jpg,2,2,0,Healthy only
train,healthy_1027.jpg,2,2,0,Healthy only
train,healthy_1029.jpg,2,2,0,Healthy only
train,healthy_1030.jpg,1,1,0,Healthy only
train,healthy_1033.jpg,1,1,0,Healthy only
train,healthy_1034.jpg,1,1,0,Healthy only
train,healthy_1035.jpg,1,1,0,Healthy only
train,healthy_1036.jpg,1,1,0,Healthy only
train,healthy_1037.jpg,1,1,0,Healthy only
train,healthy_1038.jpg,1,1,0,Healthy only
train,healthy_1039.jpg,1,1,0,Healthy only
train,healthy_1042.jpg,2,2,0,Healthy only
train,healthy_1043.jpg,2,2,0,Healthy only
train,healthy_1044.jpg,2,2,0,Healthy only
train,healthy_1045.jpg,1,1,0,Healthy only
train,healthy_1046.jpg,2,2,0,Healthy only
train,healthy_1047.jpg,2,2,0,Healthy only
train,healthy_1052.jpg,2,1,1,Mixed
train,healthy_1053.jpg,2,1,1,Mixed
train,healthy_1054.jpg,2,1,1,Mixed
train,healthy_1056.jpg,2,2,0,Healthy only
train,healthy_1057.jpg,2,2,0,Healthy only
train,healthy_1058.jpg,1,1,0,Healthy only
train,healthy_1059.jpg,1,1,0,Healthy only
train,healthy_1060.jpg,1,1,0,Healthy only
train,healthy_1061.jpg,3,2,1,Mixed
train,healthy_1062.jpg,2,2,0,Healthy only
train,healthy_1063.jpg,2,2,0,Healthy only
train,healthy_1064.jpg,2,2,0,Healthy only
train,healthy_1065.jpg,2,2,0,Healthy only
train,healthy_1066.jpg,2,2,0,Healthy only
train,healthy_1067.jpg,2,2,0,Healthy only
train,healthy_1068.jpg,1,1,0,Healthy only
train,healthy_1069.jpg,1,1,0,Healthy only
train,healthy_1070.jpg,2,2,0,Healthy only
train,healthy_1071.jpg,2,2,0,Healthy only
train,healthy_1073.jpg,1,1,0,Healthy only
train,healthy_1076.jpg,2,2,0,Healthy only
train,healthy_1077.jpg,1,1,0,Healthy only
train,healthy_1078.jpg,2,2,0,Healthy only
train,healthy_1079.jpg,2,2,0,Healthy only
train,healthy_1081.jpg,2,2,0,Healthy only
train,healthy_1082.jpg,2,2,0,Healthy only
train,healthy_1083.jpg,2,2,0,Healthy only
train,healthy_1084.jpg,2,2,0,Healthy only
train,healthy_1085.jpg,2,2,0,Healthy only
train,healthy_1086.jpg,1,1,0,Healthy only
train,healthy_1087.jpg,1,1,0,Healthy only
train,healthy_1089.jpg,2,1,1,Mixed
train,healthy_1090.jpg,1,1,0,Healthy only
train,healthy_1092.jpg,1,1,0,Healthy only
train,healthy_1093.jpg,1,1,0,Healthy only
train,healthy_1094.jpg,2,2,0,Healthy only
train,healthy_1095.jpg,2,2,0,Healthy only
train,healthy_1096.jpg,2,2,0,Healthy only
train,healthy_1098.jpg,2,2,0,Healthy only
train,healthy_1100.jpg,1,1,0,Healthy only
train,healthy_1101.jpg,1,1,0,Healthy only
train,healthy_1102.jpg,3,3,0,Healthy only
train,healthy_1104.jpg,5,5,0,Healthy only
train,healthy_1105.jpg,4,4,0,Healthy only
train,healthy_1106.jpg,1,1,0,Healthy only
train,healthy_1107.jpg,1,1,0,Healthy only
train,healthy_1108.jpg,2,1,1,Mixed
train,healthy_1110.jpg,2,1,1,Mixed
train,healthy_1112.jpg,2,1,1,Mixed
train,healthy_1115.jpg,2,1,1,Mixed
train,healthy_1116.jpg,2,2,0,Healthy only
train,healthy_1120.jpg,2,2,0,Healthy only
train,healthy_1121.jpg,2,2,0,Healthy only
train,healthy_1122.jpg,2,1,1,Mixed
train,healthy_1123.jpg,2,1,1,Mixed
train,healthy_1124.jpg,2,1,1,Mixed
train,healthy_1125.jpg,2,1,1,Mixed
train,healthy_1130.jpg,1,1,0,Healthy only
train,healthy_1131.jpg,1,1,0,Healthy only
train,healthy_1132.jpg,1,1,0,Healthy only
train,healthy_1133.jpg,1,1,0,Healthy only
train,healthy_1134.jpg,2,2,0,Healthy only
train,healthy_1135.jpg,1,1,0,Healthy only
train,healthy_1136.jpg,1,1,0,Healthy only
train,healthy_1137.jpg,1,1,0,Healthy only
train,healthy_1138.jpg,2,2,0,Healthy only
train,healthy_1139.jpg,2,2,0,Healthy only
train,healthy_1140.jpg,2,2,0,Healthy only
train,healthy_1141.jpg,3,3,0,Healthy only
train,healthy_1143.jpg,2,2,0,Healthy only
train,healthy_1144.jpg,2,2,0,Healthy only
train,healthy_1145.jpg,2,2,0,Healthy only
train,healthy_1146.jpg,1,1,0,Healthy only
train,healthy_1148.jpg,1,1,0,Healthy only
train,healthy_1150.jpg,2,2,0,Healthy only
train,healthy_1151.jpg,2,2,0,Healthy only
train,healthy_1152.jpg,3,3,0,Healthy only
train,healthy_1153.jpg,2,2,0,Healthy only
train,healthy_1155.jpg,2,2,0,Healthy only
train,healthy_1156.jpg,2,2,0,Healthy only
train,healthy_1158.jpg,1,1,0,Healthy only
train,healthy_1159.jpg,1,1,0,Healthy only
train,healthy_1161.jpg,2,2,0,Healthy only
train,healthy_1162.jpg,2,2,0,Healthy only
train,healthy_1163.jpg,2,2,0,Healthy only
train,healthy_1164.jpg,1,1,0,Healthy only
train,healthy_1165.jpg,1,1,0,Healthy only
train,healthy_1166.jpg,1,1,0,Healthy only
train,healthy_1167.jpg,1,1,0,Healthy only
train,healthy_1168.jpg,2,2,0,Healthy only
train,healthy_1169.jpg,1,1,0,Healthy only
train,healthy_1170.jpg,1,1,0,Healthy only
train,healthy_1173.jpg,1,1,0,Healthy only
train,healthy_1174.jpg,1,1,0,Healthy only
train,healthy_1175.jpg,1,1,0,Healthy only
train,healthy_1176.jpg,1,1,0,Healthy only
train,healthy_1177.jpg,1,1,0,Healthy only
train,healthy_1179.jpg,2,2,0,Healthy only
train,healthy_1180.jpg,2,2,0,Healthy only
train,healthy_1181.jpg,2,2,0,Healthy only
train,healthy_1183.jpg,1,1,0,Healthy only
train,healthy_1184.jpg,2,2,0,Healthy only
train,healthy_1185.jpg,1,1,0,Healthy only
train,healthy_1186.jpg,2,2,0,Healthy only
train,healthy_1190.jpg,1,1,0,Healthy only
train,healthy_1191.jpg,1,1,0,Healthy only
train,healthy_1192.jpg,1,1,0,Healthy only
train,healthy_1193.jpg,1,1,0,Healthy only
train,healthy_1194.jpg,1,1,0,Healthy only
train,healthy_1196.jpg,1,1,0,Healthy only
train,healthy_1197.jpg,1,1,0,Healthy only
train,healthy_1198.jpg,1,1,0,Healthy only
train,healthy_1199.jpg,1,1,0,Healthy only
train,healthy_1200.jpg,1,1,0,Healthy only
train,healthy_1201.jpg,1,1,0,Healthy only
train,healthy_1202.jpg,2,2,0,Healthy only
train,healthy_1203.jpg,2,2,0,Healthy only
train,healthy_1204.jpg,2,2,0,Healthy only
train,healthy_1205.jpg,1,1,0,Healthy only
train,healthy_1215.jpg,1,1,0,Healthy only
train,healthy_1218.jpg,1,1,0,Healthy only
train,healthy_1219.jpg,1,1,0,Healthy only
train,healthy_1222.jpg,1,1,0,Healthy only
train,healthy_1223.jpg,2,2,0,Healthy only
train,healthy_1224.jpg,2,2,0,Healthy only
train,healthy_1225.jpg,2,2,0,Healthy only
train,healthy_1226.jpg,3,2,1,Mixed
train,healthy_1234.jpg,1,1,0,Healthy only
train,healthy_1235.jpg,1,1,0,Healthy only
train,healthy_1236.jpg,1,1,0,Healthy only
train,healthy_1237.jpg,1,1,0,Healthy only
train,healthy_1238.jpg,1,1,0,Healthy only
train,healthy_1239.jpg,1,1,0,Healthy only
train,healthy_1240.jpg,1,1,0,Healthy only
train,healthy_1241.jpg,1,1,0,Healthy only
train,healthy_1243.jpg,2,2,0,Healthy only
train,healthy_1244.jpg,3,3,0,Healthy only
train,healthy_1245.jpg,1,1,0,Healthy only
train,healthy_1246.jpg,1,1,0,Healthy only
train,healthy_1247.jpg,1,1,0,Healthy only
train,healthy_1248.jpg,1,1,0,Healthy only
train,healthy_1249.jpg,2,2,0,Healthy only
train,healthy_1251.jpg,1,1,0,Healthy only
train,healthy_1253.jpg,1,1,0,Healthy only
train,healthy_1254.jpg,2,2,0,Healthy only
train,healthy_1256.jpg,2,2,0,Healthy only
train,healthy_1257.jpg,2,2,0,Healthy only
train,healthy_1258.jpg,1,1,0,Healthy only
train,healthy_1259.jpg,2,2,0,Healthy only
train,healthy_1262.jpg,1,1,0,Healthy only
train,healthy_1264.jpg,2,2,0,Healthy only
train,healthy_1265.jpg,1,1,0,Healthy only
train,healthy_1266.jpg,1,1,0,Healthy only
train,healthy_1267.jpg,2,2,0,Healthy only
train,healthy_1268.jpg,2,2,0,Healthy only
train,healthy_1270.jpg,1,1,0,Healthy only
train,healthy_1271.jpg,3,3,0,Healthy only
train,healthy_1272.jpg,1,1,0,Healthy only
train,healthy_1273.jpg,2,2,0,Healthy only
train,healthy_1274.jpg,2,2,0,Healthy only
train,healthy_1276.jpg,2,2,0,Healthy only
train,healthy_1277.jpg,2,2,0,Healthy only
train,healthy_1280.jpg,3,3,0,Healthy only
train,healthy_1281.jpg,3,3,0,Healthy only
train,healthy_1282.jpg,3,2,1,Mixed
train,healthy_1283.jpg,2,2,0,Healthy only
train,healthy_1287.jpg,1,1,0,Healthy only
train,healthy_1288.jpg,1,1,0,Healthy only
train,healthy_1291.jpg,1,1,0,Healthy only
train,healthy_1292.jpg,1,1,0,Healthy only
train,healthy_1294.jpg,2,2,0,Healthy only
train,healthy_1296.jpg,1,1,0,Healthy only
train,healthy_1297.jpg,1,1,0,Healthy only
train,healthy_1298.jpg,2,2,0,Healthy only
train,healthy_1299.jpg,1,1,0,Healthy only
train,healthy_1300.jpg,1,1,0,Healthy only
train,healthy_1303.jpg,1,1,0,Healthy only
train,healthy_1305.jpg,1,1,0,Healthy only
train,healthy_1306.jpg,2,2,0,Healthy only
train,healthy_1307.jpg,1,1,0,Healthy only
train,healthy_1310.jpg,2,1,1,Mixed
train,healthy_1311.jpg,2,2,0,Healthy only
train,healthy_1312.jpg,2,2,0,Healthy only
train,healthy_1313.jpg,2,2,0,Healthy only
train,healthy_1314.jpg,2,2,0,Healthy only
train,healthy_1315.jpg,2,2,0,Healthy only
train,healthy_1316.jpg,2,2,0,Healthy only
train,healthy_1319.jpg,2,2,0,Healthy only
train,healthy_1321.jpg,1,1,0,Healthy only
train,healthy_1322.jpg,2,2,0,Healthy only
train,healthy_1324.jpg,2,2,0,Healthy only
train,healthy_1325.jpg,2,2,0,Healthy only
train,healthy_1327.jpg,2,2,0,Healthy only
train,healthy_1329.jpg,2,2,0,Healthy only
train,healthy_1330.jpg,1,1,0,Healthy only
train,healthy_1331.jpg,1,1,0,Healthy only
train,healthy_1333.jpg,1,1,0,Healthy only
train,healthy_1334.jpg,1,1,0,Healthy only
train,healthy_1335.jpg,2,2,0,Healthy only
train,healthy_1336.jpg,1,1,0,Healthy only
train,healthy_1338.jpg,2,2,0,Healthy only
train,healthy_1339.jpg,2,2,0,Healthy only
train,healthy_1340.jpg,1,1,0,Healthy only
train,healthy_1341.jpg,2,2,0,Healthy only
train,healthy_1342.jpg,1,1,0,Healthy only
train,healthy_1344.jpg,1,1,0,Healthy only
train,healthy_1345.jpg,1,1,0,Healthy only
train,healthy_1346.jpg,1,1,0,Healthy only
train,healthy_1347.jpg,1,1,0,Healthy only
train,healthy_1348.jpg,1,1,0,Healthy only
train,healthy_1349.jpg,1,1,0,Healthy only
train,healthy_1350.jpg,1,1,0,Healthy only
train,healthy_1351.jpg,1,1,0,Healthy only
train,healthy_1352.jpg,1,1,0,Healthy only
train,healthy_1353.jpg,2,2,0,Healthy only
train,healthy_1354.jpg,2,2,0,Healthy only
train,healthy_1356.jpg,3,3,0,Healthy only
train,healthy_1357.jpg,1,1,0,Healthy only
train,healthy_1359.jpg,1,1,0,Healthy only
train,healthy_1361.jpg,2,2,0,Healthy only
train,healthy_1363.jpg,4,4,0,Healthy only
train,healthy_1364.jpg,1,1,0,Healthy only
train,healthy_1365.jpg,1,1,0,Healthy only
train,healthy_1366.jpg,2,2,0,Healthy only
train,healthy_1367.jpg,1,1,0,Healthy only
train,healthy_1371.jpg,3,3,0,Healthy only
train,healthy_1372.jpg,1,1,0,Healthy only
train,healthy_1373.jpg,1,1,0,Healthy only
train,healthy_1374.jpg,2,2,0,Healthy only
train,healthy_1375.jpg,2,2,0,Healthy only
train,healthy_1376.jpg,1,1,0,Healthy only
train,healthy_1377.jpg,3,3,0,Healthy only
train,healthy_1382.jpg,2,2,0,Healthy only
train,healthy_1383.jpg,1,1,0,Healthy only
train,healthy_1386.jpg,1,1,0,Healthy only
train,healthy_1387.jpg,1,1,0,Healthy only
train,healthy_1388.jpg,1,1,0,Healthy only
train,healthy_1391.jpg,1,1,0,Healthy only
train,healthy_1392.jpg,1,1,0,Healthy only
train,healthy_1393.jpg,1,1,0,Healthy only
train,healthy_1394.jpg,2,2,0,Healthy only
train,healthy_1395.jpg,1,1,0,Healthy only
train,healthy_1396.jpg,2,2,0,Healthy only
train,healthy_1397.jpg,1,1,0,Healthy only
train,healthy_1399.jpg,2,2,0,Healthy only
train,healthy_1400.jpg,1,1,0,Healthy only
train,healthy_1401.jpg,1,1,0,Healthy only
train,healthy_1402.jpg,4,4,0,Healthy only
train,healthy_1403.jpg,2,2,0,Healthy only
train,healthy_1404.jpg,2,2,0,Healthy only
train,healthy_1406.jpg,1,1,0,Healthy only
train,healthy_1410.jpg,6,6,0,Healthy only
train,healthy_1411.jpg,1,1,0,Healthy only
train,healthy_1412.jpg,4,4,0,Healthy only
train,healthy_1413.jpg,3,3,0,Healthy only
train,healthy_1414.jpg,5,5,0,Healthy only
train,healthy_1415.jpg,3,3,0,Healthy only
train,healthy_1416.jpg,3,3,0,Healthy only
train,healthy_1417.jpg,5,5,0,Healthy only
train,healthy_1418.jpg,3,3,0,Healthy only
train,healthy_1419.jpg,4,4,0,Healthy only
train,healthy_1420.jpg,3,2,1,Mixed
train,healthy_1421.jpg,3,3,0,Healthy only
train,healthy_1422.jpg,3,2,1,Mixed
train,healthy_1423.jpg,4,4,0,Healthy only
train,healthy_1424.jpg,3,3,0,Healthy only
train,healthy_1425.jpg,4,3,1,Mixed
train,healthy_1426.jpg,3,3,0,Healthy only
train,healthy_1427.jpg,4,4,0,Healthy only
train,healthy_1428.jpg,4,4,0,Healthy only
train,healthy_1429.jpg,3,3,0,Healthy only
train,healthy_1430.jpg,3,3,0,Healthy only
train,healthy_1431.jpg,2,2,0,Healthy only
train,healthy_1432.jpg,4,4,0,Healthy only
train,healthy_1433.jpg,6,6,0,Healthy only
train,healthy_1434.jpg,2,2,0,Healthy only
train,healthy_1435.jpg,4,4,0,Healthy only
train,healthy_1436.jpg,2,2,0,Healthy only
train,healthy_1437.jpg,4,4,0,Healthy only
train,healthy_1438.jpg,5,5,0,Healthy only
train,healthy_1439.jpg,1,1,0,Healthy only
train,healthy_1440.jpg,2,2,0,Healthy only
train,healthy_1441.jpg,2,2,0,Healthy only
train,healthy_1442.jpg,4,4,0,Healthy only
train,healthy_1443.jpg,4,4,0,Healthy only
train,healthy_1444.jpg,2,2,0,Healthy only
train,healthy_1445.jpg,12,12,0,Healthy only
train,healthy_1446.jpg,2,2,0,Healthy only
train,healthy_1447.jpg,4,4,0,Healthy only
train,healthy_1448.jpg,5,5,0,Healthy only
train,healthy_1449.jpg,3,2,1,Mixed
train,healthy_1450.jpg,3,3,0,Healthy only
train,healthy_1451.jpg,3,3,0,Healthy only
train,healthy_1452.jpg,1,1,0,Healthy only
train,healthy_1453.jpg,3,3,0,Healthy only
train,healthy_1454.jpg,2,2,0,Healthy only
train,healthy_1455.jpg,3,3,0,Healthy only
train,healthy_1456.jpg,3,3,0,Healthy only
train,unhealthy_0001.jpg,2,0,2,Unhealthy only
train,unhealthy_0002.jpg,2,0,2,Unhealthy only
train,unhealthy_0003.jpg,2,0,2,Unhealthy only
train,unhealthy_0004.jpg,2,0,2,Unhealthy only
train,unhealthy_0005.jpg,2,0,2,Unhealthy only
train,unhealthy_0006.jpg,2,0,2,Unhealthy only
train,unhealthy_0007.jpg,2,0,2,Unhealthy only
train,unhealthy_0008.jpg,1,0,1,Unhealthy only
train,unhealthy_0009.jpg,1,0,1,Unhealthy only
train,unhealthy_0010.jpg,1,0,1,Unhealthy only
train,unhealthy_0011.jpg,2,0,2,Unhealthy only
train,unhealthy_0012.jpg,2,0,2,Unhealthy only
train,unhealthy_0013.jpg,2,0,2,Unhealthy only
train,unhealthy_0014.jpg,2,0,2,Unhealthy only
train,unhealthy_0015.jpg,2,0,2,Unhealthy only
train,unhealthy_0016.jpg,2,0,2,Unhealthy only
train,unhealthy_0017.jpg,2,1,1,Mixed
train,unhealthy_0018.jpg,2,0,2,Unhealthy only
train,unhealthy_0019.jpg,2,0,2,Unhealthy only
train,unhealthy_0020.jpg,2,0,2,Unhealthy only
train,unhealthy_0021.jpg,2,0,2,Unhealthy only
train,unhealthy_0022.jpg,2,0,2,Unhealthy only
train,unhealthy_0023.jpg,2,1,1,Mixed
train,unhealthy_0024.jpg,3,0,3,Unhealthy only
train,unhealthy_0025.jpg,2,0,2,Unhealthy only
train,unhealthy_0026.jpg,2,0,2,Unhealthy only
train,unhealthy_0027.jpg,3,0,3,Unhealthy only
train,unhealthy_0028.jpg,2,0,2,Unhealthy only
train,unhealthy_0029.jpg,2,1,1,Mixed
train,unhealthy_0030.jpg,1,0,1,Unhealthy only
train,unhealthy_0031.jpg,1,0,1,Unhealthy only
train,unhealthy_0032.jpg,3,0,3,Unhealthy only
train,unhealthy_0033.jpg,3,0,3,Unhealthy only
train,unhealthy_0034.jpg,4,0,4,Unhealthy only
train,unhealthy_0035.jpg,4,0,4,Unhealthy only
train,unhealthy_0037.jpg,3,0,3,Unhealthy only
train,unhealthy_0038.jpg,4,0,4,Unhealthy only
train,unhealthy_0039.jpg,3,0,3,Unhealthy only
train,unhealthy_0040.jpg,3,0,3,Unhealthy only
train,unhealthy_0041.jpg,3,0,3,Unhealthy only
train,unhealthy_0042.jpg,3,0,3,Unhealthy only
train,unhealthy_0043.jpg,3,0,3,Unhealthy only
train,unhealthy_0044.jpg,2,0,2,Unhealthy only
train,unhealthy_0045.jpg,2,0,2,Unhealthy only
train,unhealthy_0046.jpg,1,0,1,Unhealthy only
train,unhealthy_0047.jpg,1,0,1,Unhealthy only
train,unhealthy_0048.jpg,1,0,1,Unhealthy only
train,unhealthy_0049.jpg,1,0,1,Unhealthy only
train,unhealthy_0050.jpg,1,0,1,Unhealthy only
train,unhealthy_0051.jpg,1,0,1,Unhealthy only
train,unhealthy_0052.jpg,1,0,1,Unhealthy only
train,unhealthy_0053.jpg,1,0,1,Unhealthy only
train,unhealthy_0054.jpg,1,0,1,Unhealthy only
train,unhealthy_0055.jpg,1,0,1,Unhealthy only
train,unhealthy_0056.jpg,1,0,1,Unhealthy only
train,unhealthy_0057.jpg,1,0,1,Unhealthy only
train,unhealthy_0058.jpg,1,0,1,Unhealthy only
train,unhealthy_0059.jpg,1,0,1,Unhealthy only
train,unhealthy_0060.jpg,1,0,1,Unhealthy only
train,unhealthy_0061.jpg,1,0,1,Unhealthy only
train,unhealthy_0062.jpg,1,0,1,Unhealthy only
train,unhealthy_0063.jpg,1,0,1,Unhealthy only
train,unhealthy_0064.jpg,1,0,1,Unhealthy only
train,unhealthy_0065.jpg,4,0,4,Unhealthy only
train,unhealthy_0066.jpg,2,0,2,Unhealthy only
train,unhealthy_0067.jpg,2,0,2,Unhealthy only
