split,image,class_id,class_name,x_center,y_center,width,height,area,aspect_ratio
train,healthy_0302.jpg,0,healthy,0.746582,0.446777,0.293945,0.682617,0.20065185406500002,0.4306148250043582
train,healthy_0303.jpg,0,healthy,0.239258,0.395996,0.283203,0.692383,0.19608494274899999,0.40902650700551574
train,healthy_0303.jpg,0,healthy,0.456543,0.397461,0.25293,0.740234,0.18722738561999996,0.3416892496156621
train,healthy_0303.jpg,0,healthy,0.644043,0.407227,0.323242,0.697266,0.225385656372,0.46358491594312634
train,healthy_0304.jpg,0,healthy,0.245117,0.394531,0.283203,0.660156,0.18695815966799997,0.42899405595041173
train,healthy_0304.jpg,0,healthy,0.456543,0.384766,0.24707,0.654297,0.16165715979,0.3776113905458836
train,healthy_0304.jpg,0,healthy,0.648926,0.427246,0.352539,0.723633,0.25510885418699997,0.4871792745770301
train,healthy_0305.jpg,0,healthy,0.282227,0.592285,0.310547,0.764648,0.237459142456,0.4061306640441092
train,healthy_0305.jpg,0,healthy,0.505371,0.574707,0.290039,0.786133,0.22800922918699998,0.36894393187921126
train,healthy_0305.jpg,0,healthy,0.745605,0.603516,0.50293,0.755859,0.38014416686999997,0.6653754205480122
train,healthy_0306.jpg,0,healthy,0.286621,0.595703,0.30957,0.767578,0.23761912146,0.4033075465946132
train,healthy_0306.jpg,0,healthy,0.503418,0.577148,0.280273,0.845703,0.237027716919,0.33140830764464596
train,healthy_0306.jpg,0,healthy,0.753906,0.616211,0.480469,0.767578,0.368797434082,0.6259546261096592
train,healthy_0307.jpg,0,healthy,0.309082,0.491699,0.383789,0.813477,0.312203524353,0.4717883849205325
train,healthy_0307.jpg,0,healthy,0.663086,0.487305,0.517578,0.958984,0.49634902075199994,0.5397149483203056
train,healthy_0308.jpg,0,healthy,0.291992,0.520508,0.419922,0.912109,0.38301463549799997,0.4603857652977879
train,healthy_0308.jpg,0,healthy,0.655273,0.501953,0.541016,0.996094,0.5389027915040001,0.5431374950556875
train,healthy_0309.jpg,0,healthy,0.46582,0.537109,0.5,0.925781,0.4628905,0.5400845340312665
train,healthy_0310.jpg,0,healthy,0.471191,0.55957,0.538086,0.880859,0.4739778958739999,0.6108650760223827
train,healthy_0311.jpg,0,healthy,0.303223,0.537109,0.40918,0.917969,0.37561455542,0.44574489988224
train,healthy_0311.jpg,0,healthy,0.462891,0.54248,0.240234,0.915039,0.219823479126,0.2625396294584165
train,healthy_0311.jpg,0,healthy,0.73584,0.503906,0.368164,0.867188,0.319267402832,0.4245492326923343
train,healthy_0312.jpg,0,healthy,0.293945,0.523438,0.394531,0.832031,0.328262022461,0.47417824576247763
train,healthy_0312.jpg,0,healthy,0.468262,0.539062,0.268555,0.863281,0.23183842895499998,0.31108642493000543
train,healthy_0312.jpg,0,healthy,0.712402,0.493652,0.366211,0.836914,0.30648711285400004,0.4375730361781497
train,healthy_0313.jpg,0,healthy,0.521973,0.430664,0.37793,0.851562,0.32183082666,0.4438079670065127
train,healthy_0313.jpg,0,healthy,0.246582,0.631348,0.491211,0.624023,0.306526961853,0.787168101175758
train,healthy_0313.jpg,0,healthy,0.729004,0.476562,0.233398,0.839844,0.196017909912,0.27790637308833543
train,healthy_0314.jpg,0,healthy,0.540039,0.437988,0.359375,0.842773,0.302871546875,0.4264196883383782
train,healthy_0314.jpg,0,healthy,0.242676,0.626465,0.483398,0.612305,0.29598701238999997,0.7894725667763615
train,healthy_0314.jpg,0,healthy,0.716797,0.463867,0.279297,0.857422,0.23947539233400003,0.32574041720413055
train,healthy_0315.jpg,0,healthy,0.328125,0.505371,0.339844,0.90918,0.30897936791999997,0.37379176840669615
train,healthy_0315.jpg,0,healthy,0.61377,0.5,0.178711,0.884766,0.158117416626,0.20198673999679012
train,healthy_0315.jpg,0,healthy,0.836914,0.539551,0.298828,0.889648,0.26585173254399996,0.3358946459723396
train,healthy_0315.jpg,0,healthy,0.484863,0.492188,0.254883,0.839844,0.21406195825200003,0.30348850500807295
train,healthy_0316.jpg,0,healthy,0.319336,0.488281,0.255859,0.876953,0.224376317627,0.2917590794489556
train,healthy_0316.jpg,0,healthy,0.60498,0.497559,0.15918,0.905273,0.14410135614,0.1758364603826691
train,healthy_0316.jpg,0,healthy,0.818359,0.550293,0.304688,0.801758,0.244286041504,0.38002489529259453
train,healthy_0316.jpg,0,healthy,0.469238,0.501953,0.219727,0.863281,0.189686144287,0.25452546737389103
train,healthy_0317.jpg,0,healthy,0.47168,0.57666,0.310547,0.821289,0.255048835083,0.3781214651602542
train,healthy_0317.jpg,0,healthy,0.803711,0.609375,0.392578,0.767578,0.301334236084,0.5114503021191331
train,healthy_0317.jpg,0,healthy,0.17334,0.596191,0.331055,0.807617,0.267365645935,0.4099158388196385
train,healthy_0318.jpg,0,healthy,0.186035,0.594238,0.342773,0.811523,0.278168173279,0.4223823600809835
train,healthy_0318.jpg,0,healthy,0.458008,0.583008,0.349609,0.833984,0.291568312256,0.4192034859181951
train,healthy_0318.jpg,0,healthy,0.809082,0.602539,0.344727,0.794922,0.27403107629400003,0.4336614158370255
train,healthy_0319.jpg,0,healthy,0.498047,0.48877,0.970703,0.381836,0.370649350708,2.542198745010947
train,healthy_0319.jpg,0,healthy,0.50293,0.179688,0.994141,0.339844,0.337852854004,2.92528630783536
train,healthy_0320.jpg,0,healthy,0.463867,0.485352,0.925781,0.376953,0.348975925293,2.455958700421538
train,healthy_0320.jpg,0,healthy,0.480469,0.182129,0.958984,0.358398,0.34369794763199996,2.675751538792069
train,healthy_0321.jpg,0,healthy,0.664062,0.540527,0.488281,0.84668,0.41341775708,0.5767007606179431
train,healthy_0321.jpg,0,healthy,0.250488,0.459961,0.442383,0.779297,0.344747744751,0.5676693224791062
train,healthy_0322.jpg,0,healthy,0.65918,0.510254,0.474609,0.844727,0.400915036743,0.5618489760597211
train,healthy_0322.jpg,0,healthy,0.239746,0.477539,0.438477,0.771484,0.338277989868,0.5683552737321838
train,healthy_0323.jpg,0,healthy,0.532227,0.512695,0.935547,0.591797,0.553653907959,1.58085796311911
train,healthy_0324.jpg,0,healthy,0.550781,0.508301,0.876953,0.602539,0.528398383667,1.455429441081822
train,healthy_0325.jpg,1,unhealthy,0.440918,0.509277,0.155273,0.344727,0.053526795471,0.4504230884148906
train,healthy_0325.jpg,0,healthy,0.234375,0.553223,0.394531,0.323242,0.127528989502,1.2205437412217472
train,healthy_0325.jpg,0,healthy,0.322266,0.169922,0.179688,0.212891,0.038253958007999994,0.8440375591265014
train,healthy_0325.jpg,0,healthy,0.422363,0.195801,0.104492,0.155273,0.016224786316,0.6729566634250643
train,healthy_0325.jpg,0,healthy,0.512207,0.188965,0.094727,0.186523,0.017668764221,0.507856939894812
train,healthy_0325.jpg,0,healthy,0.598633,0.211426,0.111328,0.192383,0.021417614624,0.578678989307787
train,healthy_0325.jpg,0,healthy,0.949219,0.256348,0.101562,0.235352,0.023902819824,0.43153234304361127
train,healthy_0325.jpg,0,healthy,0.785156,0.567383,0.246094,0.316406,0.077865618164,0.7777791824428107
train,healthy_0326.jpg,0,healthy,0.219238,0.555176,0.348633,0.327148,0.11405458868400001,1.065673640065047
train,healthy_0326.jpg,1,unhealthy,0.449707,0.516602,0.157227,0.339844,0.053432652588,0.46264462518096544
train,healthy_0326.jpg,0,healthy,0.313965,0.160156,0.188477,0.210938,0.039756961426,0.893518474622875
train,healthy_0326.jpg,0,healthy,0.418945,0.203125,0.089844,0.171875,0.015441937499999999,0.5227287272727272
train,healthy_0326.jpg,0,healthy,0.503906,0.192871,0.091797,0.188477,0.017301623169,0.487046164784032
train,healthy_0326.jpg,1,unhealthy,0.577148,0.509277,0.171875,0.297852,0.051193312500000004,0.5770483327290064
train,healthy_0326.jpg,0,healthy,0.602051,0.225098,0.131836,0.21582,0.028452845520000002,0.6108609026040219
train,healthy_0327.jpg,0,healthy,0.591797,0.609863,0.251953,0.713867,0.179860932251,0.35294109406934343
train,healthy_0327.jpg,1,unhealthy,0.600586,0.168945,0.255859,0.322266,0.082454656494,0.7939373064487101
train,healthy_0328.jpg,0,healthy,0.59082,0.599609,0.267578,0.638672,0.170894576416,0.4189599669313826
train,healthy_0328.jpg,0,healthy,0.830566,0.26123,0.321289,0.272461,0.087538722229,1.1792109696433617
train,healthy_0329.jpg,0,healthy,0.287598,0.629883,0.407227,0.585938,0.238609773926,0.695000153599869
train,healthy_0329.jpg,0,healthy,0.62793,0.628906,0.287109,0.650391,0.18673310961900003,0.441440610340549
train,healthy_0330.jpg,0,healthy,0.299316,0.54248,0.551758,0.694336,0.38310544268799995,0.7946556134205918
train,healthy_0330.jpg,0,healthy,0.736328,0.544922,0.314453,0.75,0.23583975,0.4192706666666666
train,healthy_0331.jpg,0,healthy,0.441895,0.622559,0.336914,0.737305,0.24840837677,0.45695336394029606
train,healthy_0331.jpg,0,healthy,0.157227,0.609375,0.3125,0.78125,0.244140625,0.4
train,healthy_0331.jpg,0,healthy,0.734863,0.617676,0.499023,0.764648,0.381576938904,0.6526179366192025
train,healthy_0332.jpg,0,healthy,0.610352,0.532715,0.761719,0.290039,0.220928217041,2.6262640541444426
train,healthy_0332.jpg,0,healthy,0.560547,0.233887,0.824219,0.461914,0.38071829516600003,1.784355962365289
train,healthy_0332.jpg,0,healthy,0.570312,0.783203,0.855469,0.433594,0.370926225586,1.9729724119798708
train,healthy_0333.jpg,0,healthy,0.192383,0.543457,0.382812,0.709961,0.27178159033199994,0.5392014490936826
train,healthy_0333.jpg,0,healthy,0.478027,0.520996,0.295898,0.743164,0.21990074127200002,0.39815976016061055
train,healthy_0333.jpg,0,healthy,0.816406,0.492676,0.359375,0.72168,0.25935375,0.49797001441081923
train,healthy_0334.jpg,0,healthy,0.197266,0.555664,0.388672,0.787109,0.305927229248,0.49379692012160964
train,healthy_0334.jpg,0,healthy,0.475586,0.54248,0.367188,0.799805,0.29367879834,0.4590969048705622
train,healthy_0334.jpg,0,healthy,0.820312,0.511719,0.355469,0.767578,0.27285018408199996,0.4631047268160369
train,healthy_0335.jpg,0,healthy,0.554199,0.496582,0.436523,0.825195,0.360216596985,0.5289937529917171
train,healthy_0335.jpg,0,healthy,0.265137,0.570801,0.52832,0.833008,0.44009478656,0.6342316040182088
train,healthy_0335.jpg,0,healthy,0.86084,0.583008,0.27832,0.796875,0.22178625000000002,0.3492643137254902
train,healthy_0336.jpg,0,healthy,0.553223,0.528809,0.479492,0.868164,0.416277692688,0.5523057855428236
train,healthy_0336.jpg,0,healthy,0.879883,0.570801,0.240234,0.80957,0.19448623938,0.29674271526859936
train,healthy_0336.jpg,0,healthy,0.259766,0.541016,0.517578,0.791016,0.409412479248,0.6543205194332352
train,healthy_0337.jpg,0,healthy,0.345703,0.528809,0.595703,0.708008,0.421762489624,0.8413789109727574
train,healthy_0337.jpg,0,healthy,0.564941,0.478516,0.356445,0.853516,0.30423151062000003,0.4176195876820118
train,healthy_0337.jpg,0,healthy,0.806152,0.461914,0.27832,0.921875,0.25657625,0.3019064406779661
train,healthy_0337.jpg,0,healthy,0.293457,0.726074,0.584961,0.547852,0.320472053772,1.0677354467995006
train,healthy_0338.jpg,0,healthy,0.338867,0.513672,0.589844,0.683594,0.40321381933600003,0.8628571930122265
train,healthy_0338.jpg,0,healthy,0.529785,0.443848,0.411133,0.791992,0.32561404693600005,0.519112566793604
train,healthy_0338.jpg,0,healthy,0.826172,0.423828,0.292969,0.841797,0.246620425293,0.3480280875317921
train,healthy_0338.jpg,0,healthy,0.300781,0.722656,0.595703,0.554688,0.330429305664,1.0739424685589016
train,healthy_0339.jpg,0,healthy,0.270996,0.557617,0.467773,0.884766,0.41386964611800003,0.5286968531792586
train,healthy_0339.jpg,0,healthy,0.678223,0.530762,0.432617,0.938477,0.406001104309,0.46097773307177475
train,healthy_0340.jpg,0,healthy,0.277344,0.556152,0.494141,0.887695,0.438646494995,0.5566562839714091
train,healthy_0340.jpg,0,healthy,0.669434,0.528809,0.485352,0.942383,0.457387473816,0.5150262685129082
train,healthy_0344.jpg,0,healthy,0.716309,0.564453,0.219727,0.742188,0.163078742676,0.29605302160638547
train,healthy_0344.jpg,1,unhealthy,0.29834,0.508301,0.530273,0.538086,0.28533247747799995,0.985480016205588
train,healthy_0345.jpg,0,healthy,0.550781,0.480469,0.337891,0.945312,0.319412416992,0.35743860228157476
train,healthy_0345.jpg,0,healthy,0.818848,0.518066,0.362305,0.928711,0.33647663885499995,0.390115977952237
train,healthy_0345.jpg,0,healthy,0.275879,0.539551,0.329102,0.874023,0.287642717346,0.37653700188667805
train,healthy_0346.jpg,0,healthy,0.29248,0.549805,0.364258,0.789062,0.287422145996,0.4616341935107761
train,healthy_0346.jpg,0,healthy,0.591797,0.531738,0.367188,0.936523,0.34388000732400004,0.39207579525542885
train,healthy_0347.jpg,0,healthy,0.596191,0.540527,0.530273,0.87793,0.46554257489,0.6040037360609616
train,healthy_0348.jpg,0,healthy,0.337891,0.479004,0.419922,0.760742,0.319452302124,0.5519900307857328
train,healthy_0349.jpg,0,healthy,0.462891,0.550781,0.285156,0.597656,0.170425194336,0.47712396428714854
train,healthy_0349.jpg,0,healthy,0.69873,0.55957,0.34668,0.566406,0.19636163208,0.61206978739632
train,healthy_0349.jpg,0,healthy,0.175781,0.551758,0.349609,0.558594,0.19528948974600002,0.6258731744343834
train,healthy_0350.jpg,0,healthy,0.460449,0.563477,0.245117,0.609375,0.149368171875,0.40224328205128207
train,healthy_0350.jpg,0,healthy,0.691895,0.558594,0.338867,0.5625,0.1906126875,0.6024302222222222
train,healthy_0350.jpg,0,healthy,0.182129,0.556152,0.348633,0.606445,0.21142673968500003,0.5748798324662583
train,healthy_0351.jpg,0,healthy,0.287109,0.544434,0.474609,0.879883,0.417600390747,0.5394001247893186
train,healthy_0351.jpg,0,healthy,0.727539,0.562012,0.464844,0.875977,0.40719265258799997,0.5306577684117276
train,healthy_0413.jpg,0,healthy,0.80127,0.580078,0.381836,0.828125,0.3162079375,0.46108498113207547
train,healthy_0413.jpg,0,healthy,0.214355,0.567871,0.381836,0.813477,0.310614803772,0.46938757948903287
train,healthy_0413.jpg,1,unhealthy,0.558105,0.572266,0.477539,0.833984,0.398259885376,0.572599714143197
train,healthy_0414.jpg,0,healthy,0.469727,0.503906,0.4375,0.970703,0.42468256249999997,0.45070428339049123
train,healthy_0414.jpg,1,unhealthy,0.123047,0.435059,0.244141,0.858398,0.20957014611799998,0.28441468875742953
train,healthy_0415.jpg,0,healthy,0.489258,0.507324,0.341797,0.682617,0.233316442749,0.5007156282366246
train,healthy_0415.jpg,0,healthy,0.801758,0.403809,0.382812,0.727539,0.278510659668,0.5261738545974854
train,healthy_0415.jpg,0,healthy,0.209961,0.468262,0.410156,0.59668,0.24473188208000002,0.6873969296775492
train,healthy_0416.jpg,0,healthy,0.617676,0.548828,0.448242,0.806641,0.361570375122,0.5556895818585963
train,healthy_0416.jpg,0,healthy,0.374512,0.536621,0.446289,0.733398,0.327307460022,0.6085222484926329
train,healthy_0416.jpg,0,healthy,0.881836,0.491211,0.232422,0.769531,0.17885593408199998,0.30203071741099446
train,healthy_0416.jpg,0,healthy,0.174805,0.447266,0.287109,0.574219,0.16486344287100002,0.49999912925207973
train,healthy_0417.jpg,0,healthy,0.217285,0.50293,0.424805,0.947266,0.40240333313,0.44845376061211945
train,healthy_0417.jpg,1,unhealthy,0.581543,0.529785,0.557617,0.916992,0.511330328064,0.6080936365857064
train,healthy_0420.jpg,0,healthy,0.229004,0.332031,0.444336,0.644531,0.286388326416,0.6893943037650633
train,healthy_0420.jpg,0,healthy,0.375,0.441895,0.375,0.823242,0.30871575,0.45551611798231867
train,healthy_0420.jpg,0,healthy,0.76416,0.446289,0.430664,0.84375,0.36337274999999997,0.5104165925925925
train,healthy_0421.jpg,0,healthy,0.380859,0.606934,0.289062,0.713867,0.206351822754,0.4049241665464295
train,healthy_0421.jpg,0,healthy,0.737793,0.567871,0.46582,0.651367,0.30341977594,0.7151421548834989
train,healthy_0421.jpg,0,healthy,0.815918,0.412109,0.352539,0.386719,0.13633352954099998,0.9116154106728659
train,healthy_0421.jpg,0,healthy,0.193359,0.387207,0.363281,0.387695,0.140842227295,0.9370278182591987
train,healthy_0423.jpg,1,unhealthy,0.398438,0.569824,0.558594,0.612305,0.34202989917000004,0.9122806444500698
train,healthy_0423.jpg,0,healthy,0.82959,0.506836,0.313477,0.71875,0.22531159375,0.43614191304347827
train,healthy_0424.jpg,0,healthy,0.252441,0.544922,0.495117,0.714844,0.353931416748,0.692622446295975
train,healthy_0424.jpg,1,unhealthy,0.733398,0.63916,0.509766,0.49707,0.25338938562,1.0255416742108758
train,healthy_0425.jpg,0,healthy,0.291992,0.556641,0.570312,0.876953,0.5001368193360001,0.6503335982658136
train,healthy_0425.jpg,0,healthy,0.719727,0.596191,0.419922,0.754883,0.316991979126,0.556274283564473
train,healthy_0426.jpg,0,healthy,0.685547,0.532227,0.351562,0.890625,0.31310990625,0.39473628070175437
train,healthy_0426.jpg,0,healthy,0.355469,0.685547,0.630859,0.546875,0.34500101562499996,1.1535707428571427
train,healthy_0427.jpg,0,healthy,0.29248,0.625977,0.454102,0.728516,0.33082057263200004,0.6233246764655821
train,healthy_0427.jpg,0,healthy,0.761719,0.586426,0.46875,0.780273,0.36575296875,0.6007512755151082
train,healthy_0428.jpg,0,healthy,0.725098,0.547852,0.516602,0.667969,0.34507412133800003,0.7733921783795356
train,healthy_0428.jpg,0,healthy,0.251465,0.586914,0.40332,0.642578,0.25916455896,0.6276592102437369
train,healthy_0429.jpg,0,healthy,0.605957,0.496094,0.530273,0.960938,0.509559476074,0.5518285258778403
train,healthy_0429.jpg,1,unhealthy,0.249512,0.550293,0.44043,0.848633,0.37376343218999997,0.5189875953445129
train,healthy_0431.jpg,0,healthy,0.325684,0.620117,0.385742,0.726562,0.280265479004,0.5309140857903385
train,healthy_0431.jpg,0,healthy,0.62207,0.544922,0.498047,0.765625,0.38131723437500004,0.6505103673469388
train,healthy_0432.jpg,0,healthy,0.140137,0.537109,0.27832,0.84375,0.2348325,0.32986074074074073
train,healthy_0432.jpg,0,healthy,0.412598,0.501465,0.307617,0.870117,0.267662781189,0.35353521422981043
train,healthy_0432.jpg,0,healthy,0.65625,0.40332,0.222656,0.667969,0.148727305664,0.33333283430817895
train,healthy_0432.jpg,0,healthy,0.811035,0.271973,0.366211,0.541992,0.19848343231200002,0.6756760247383725
train,healthy_0433.jpg,0,healthy,0.646973,0.556152,0.325195,0.764648,0.24865970636,0.42528719096891643
train,healthy_0433.jpg,0,healthy,0.288086,0.567383,0.375,0.828125,0.310546875,0.4528301886792453
train,healthy_0434.jpg,0,healthy,0.34375,0.492676,0.46875,0.959961,0.44998171875,0.4883010872316688
train,healthy_0434.jpg,0,healthy,0.785156,0.5,0.394531,0.90625,0.35754371875,0.43534455172413794
train,healthy_0435.jpg,0,healthy,0.454102,0.489258,0.847656,0.96875,0.82116675,0.8749997419354838
train,healthy_0436.jpg,0,healthy,0.541992,0.526367,0.701172,0.908203,0.636806513916,0.7720432546468136
train,healthy_0438.jpg,0,healthy,0.214844,0.481445,0.363281,0.683594,0.24833671191400003,0.5314280113634702
train,healthy_0438.jpg,0,healthy,0.314453,0.406738,0.265625,0.668945,0.17768851562500002,0.39708047746825226
train,healthy_0438.jpg,0,healthy,0.431152,0.387695,0.178711,0.671875,0.120071453125,0.2659884651162791
train,healthy_0438.jpg,0,healthy,0.574707,0.40332,0.137695,0.654297,0.09009342541500001,0.21044724337724308
train,healthy_0438.jpg,0,healthy,0.67041,0.431152,0.206055,0.608398,0.12536344988999998,0.33868454531408715
train,healthy_0438.jpg,0,healthy,0.777344,0.520508,0.259766,0.564453,0.146625697998,0.4602083787312673
train,healthy_0438.jpg,0,healthy,0.185547,0.72998,0.369141,0.514648,0.189977677368,0.7172688905815237
train,healthy_0439.jpg,0,healthy,0.445312,0.539062,0.703125,0.900391,0.633087421875,0.7809107376684129
train,healthy_0439.jpg,0,healthy,0.627441,0.472168,0.415039,0.942383,0.39112569793699997,0.4404143538242944
train,healthy_0439.jpg,0,healthy,0.843262,0.463379,0.288086,0.924805,0.26642337323,0.31150999399873486
train,healthy_0440.jpg,0,healthy,0.563477,0.492188,0.816406,0.982422,0.802055215332,0.8310135562925097
train,healthy_0443.jpg,0,healthy,0.521973,0.336914,0.571289,0.667969,0.38160334204100005,0.8552627442291484
train,healthy_0443.jpg,0,healthy,0.137207,0.424316,0.264648,0.834961,0.22097075872799998,0.3169585166253274
train,healthy_0444.jpg,0,healthy,0.280273,0.345703,0.257812,0.673828,0.173720944336,0.38260802459974946
train,healthy_0444.jpg,0,healthy,0.511719,0.35791,0.240234,0.567383,0.136304687622,0.4234071165332765
train,healthy_0444.jpg,1,unhealthy,0.566406,0.680664,0.232422,0.408203,0.094875357666,0.5693784710058476
train,healthy_0446.jpg,0,healthy,0.48877,0.320801,0.637695,0.510742,0.32569761969000005,1.248565812092994
train,healthy_0447.jpg,0,healthy,0.467285,0.684082,0.362305,0.52832,0.1914129776,0.6857680950938825
train,healthy_0449.jpg,0,healthy,0.558105,0.856934,0.682617,0.286133,0.19531925006100004,2.3856633104185816
train,healthy_0449.jpg,0,healthy,0.662109,0.564941,0.396484,0.686523,0.272195385132,0.5775247151224359
train,healthy_0449.jpg,0,healthy,0.408691,0.48877,0.211914,0.588867,0.124789161438,0.3598673384652222
train,healthy_0450.jpg,0,healthy,0.320312,0.519531,0.341797,0.859375,0.293731796875,0.3977274181818182
train,healthy_0450.jpg,0,healthy,0.54541,0.525879,0.180664,0.672852,0.121560133728,0.2685048123510073
train,healthy_0450.jpg,0,healthy,0.657715,0.547852,0.231445,0.542969,0.12566746020500003,0.42625822100340904
train,healthy_0451.jpg,0,healthy,0.225586,0.502441,0.353516,0.825195,0.29171963562000003,0.4284029835372245
train,healthy_0451.jpg,0,healthy,0.515137,0.483398,0.24707,0.732422,0.18095950354,0.3373328490951938
train,healthy_0451.jpg,0,healthy,0.735352,0.54248,0.326172,0.62207,0.20290181604000002,0.5243332743903419
train,healthy_0452.jpg,0,healthy,0.585449,0.597656,0.274414,0.310547,0.085218444458,0.883647241802368
train,healthy_0452.jpg,0,healthy,0.338379,0.171387,0.31543,0.213867,0.06746006781,1.4748885989890912
train,healthy_0453.jpg,0,healthy,0.34082,0.753906,0.611328,0.478516,0.292530229248,1.2775497580018222
train,healthy_0453.jpg,0,healthy,0.83252,0.749023,0.301758,0.490234,0.147932031372,0.615538701926019
train,healthy_0454.jpg,0,healthy,0.820312,0.449219,0.351562,0.433594,0.15243517382799998,0.8108091901640705
train,healthy_0454.jpg,1,unhealthy,0.213867,0.533203,0.421875,0.308594,0.13018809374999998,1.3670875000810128
train,healthy_0455.jpg,0,healthy,0.490723,0.441406,0.254883,0.380859,0.09707448449700001,0.6692319204745064
train,healthy_0455.jpg,0,healthy,0.384766,0.815918,0.246094,0.368164,0.090602951416,0.6684358057822057
train,healthy_0456.jpg,0,healthy,0.599121,0.560059,0.311523,0.30957,0.09643817511,1.0063087508479502
train,healthy_0456.jpg,0,healthy,0.418457,0.439453,0.208008,0.373047,0.07759676037600001,0.5575919388173608
train,healthy_0456.jpg,0,healthy,0.259277,0.54541,0.250977,0.256836,0.064459928772,0.9771877774143811
train,healthy_0456.jpg,0,healthy,0.259277,0.189453,0.231445,0.367188,0.08498382666000001,0.6303174395677419
train,healthy_0456.jpg,0,healthy,0.112305,0.45459,0.222656,0.319336,0.071102076416,0.6972467870831975
train,healthy_0456.jpg,0,healthy,0.604492,0.414551,0.173828,0.270508,0.04702186462400001,0.6425983704733317
train,healthy_0456.jpg,0,healthy,0.71582,0.790527,0.28125,0.170898,0.0480650625,1.6457184987536426
train,healthy_0456.jpg,0,healthy,0.467773,0.762695,0.248047,0.207031,0.051353418457,1.1981152581014438
train,healthy_0456.jpg,0,healthy,0.214844,0.775879,0.248047,0.165039,0.04093742883299999,1.502959906446355
train,healthy_0457.jpg,0,healthy,0.350098,0.520996,0.303711,0.489258,0.148593036438,0.6207583728830187
train,healthy_0457.jpg,0,healthy,0.631836,0.42627,0.453125,0.485352,0.219925125,0.9336007681023257
train,healthy_0458.jpg,0,healthy,0.476562,0.499512,0.277344,0.338867,0.09398272924799998,0.8184449946439164
train,healthy_0458.jpg,0,healthy,0.739258,0.383301,0.490234,0.250977,0.123037458618,1.9533024938540184
train,healthy_0458.jpg,0,healthy,0.525391,0.226074,0.417969,0.172852,0.072246777588,2.41807442204892
train,healthy_0458.jpg,0,healthy,0.178711,0.577148,0.34375,0.410156,0.140991125,0.8380957489345517
train,healthy_0459.jpg,0,healthy,0.55957,0.442871,0.482422,0.485352,0.234144482544,0.9939631442746708
train,healthy_0459.jpg,0,healthy,0.751953,0.669434,0.478516,0.288086,0.137853760376,1.6610178904910338
train,healthy_0460.jpg,0,healthy,0.694336,0.687988,0.607422,0.366211,0.22244461804200003,1.6586667249208789
train,healthy_0460.jpg,0,healthy,0.75,0.389648,0.394531,0.324219,0.127914446289,1.2168657604890523
train,healthy_0462.jpg,0,healthy,0.562012,0.598145,0.208008,0.524414,0.10908230731200001,0.3966484495074502
train,healthy_0462.jpg,1,unhealthy,0.803223,0.494629,0.37793,0.286133,0.10813824469000001,1.3208193392583167
train,healthy_0462.jpg,0,healthy,0.314453,0.598633,0.285156,0.482422,0.13756552783200002,0.5910924460327266
train,healthy_0464.jpg,0,healthy,0.42627,0.701172,0.336914,0.517578,0.17437927429199998,0.6509434326806781
train,healthy_0464.jpg,0,healthy,0.687988,0.473633,0.579102,0.212891,0.123285603882,2.720180749773358
train,healthy_0465.jpg,0,healthy,0.348633,0.470215,0.667969,0.170898,0.114154566162,3.9085828974007892
train,healthy_0465.jpg,0,healthy,0.359863,0.70459,0.633789,0.311523,0.197439850647,2.034485415202088
train,healthy_0465.jpg,0,healthy,0.436035,0.818359,0.493164,0.359375,0.1772308125,1.3722824347826086
train,healthy_0466.jpg,0,healthy,0.541504,0.560059,0.327148,0.485352,0.158781936096,0.6740427565972738
train,healthy_0466.jpg,0,healthy,0.357422,0.341797,0.277344,0.521484,0.14463045849599998,0.5318360678371724
train,healthy_0467.jpg,0,healthy,0.395508,0.311523,0.320312,0.462891,0.148269541992,0.6919814816015001
train,healthy_0467.jpg,0,healthy,0.541992,0.71875,0.322266,0.298828,0.096302104248,1.078433078560242
train,healthy_0467.jpg,0,healthy,0.228516,0.726074,0.291016,0.331055,0.09634230188,0.8790563501532979
train,healthy_0467.jpg,0,healthy,0.774902,0.298828,0.438477,0.402344,0.17641859008799998,1.0898062354602034
train,healthy_0471.jpg,0,healthy,0.460938,0.529785,0.429688,0.518555,0.22281686084,0.8286257002632316
train,healthy_0472.jpg,0,healthy,0.441895,0.506836,0.356445,0.478516,0.17056463562000002,0.7448967223666503
train,healthy_0472.jpg,0,healthy,0.279297,0.677246,0.517578,0.31543,0.16325962853999998,1.6408648511555655
train,healthy_0473.jpg,0,healthy,0.419922,0.568848,0.492188,0.31543,0.15525086084,1.5603715562882416
train,healthy_0473.jpg,0,healthy,0.52002,0.342285,0.614258,0.206055,0.12657093218999999,2.9810390429739635
train,healthy_0473.jpg,0,healthy,0.261719,0.185059,0.501953,0.209961,0.105390553833,2.390696367420616
train,healthy_0473.jpg,0,healthy,0.26416,0.731934,0.325195,0.40918,0.1330632901,0.7947480326506673
train,healthy_0474.jpg,0,healthy,0.373535,0.48877,0.293945,0.458008,0.13462916156000002,0.6417900997362491
train,healthy_0474.jpg,0,healthy,0.725098,0.409668,0.420898,0.356445,0.15002698761,1.1808217256519238
train,healthy_0475.jpg,0,healthy,0.449707,0.503418,0.217773,0.696289,0.151632944397,0.31276237309507976
train,healthy_0475.jpg,0,healthy,0.808105,0.461426,0.297852,0.631836,0.18819361627199999,0.4714071372951209
